filename,Latitude,Longitude,depth,altitude_approx,heading,roll,pitch,sensor_id,focal
string,[dd],[dd],[m],[m],[deg],[deg],[deg],integer,[mm]
M116_20211201_115200000_img0.JPEG,-82.33766937,29.6582756,-0.000502964,0,0,0,0,3,0
M116_20211201_115200100_img6.JPEG,-82.33766937,29.6582756,-0.000502964,0,0,0,0,3,0
M116_20211201_115200200_img12.JPEG,-82.33766937,29.6582756,-0.000502964,0,0,0,0,3,0
M116_20211201_115200300_img18.JPEG,-82.33766937,29.6582756,-0.000502964,0,0,0,0,3,0
M116_20211201_115200400_img24.JPEG,-82.33766937,29.6582756,-0.000502964,0,0,0,0,3,0
M116_20211201_115200500_img30.JPEG,-82.33766937,29.6582756,-0.000502964,0,0,0,0,3,0
M116_20211201_115200600_img36.JPEG,-82.33766937,29.6582737,-0.92661643,0,0,0,0,3,0
M116_20211201_115200700_img42.JPEG,-82.33766937,29.6582737,-0.92661643,0,0,0,0,3,0
M116_20211201_115200800_img48.JPEG,-82.33766937,29.6582737,-0.92661643,0,0,0,0,3,0
M116_20211201_115200900_img54.JPEG,-82.33766937,29.6582737,-0.92661643,0,0,0,0,3,0
M116_20211201_115201000_img60.JPEG,-82.33766937,29.6582737,-0.92661643,0,0,0,0,3,0
M116_20211201_115201100_img66.JPEG,-82.33766937,29.6582737,-0.804671586,0,0,0,0,3,0
M116_20211201_115201200_img72.JPEG,-82.33766937,29.6582737,-0.804671586,0,0,0,0,3,0
M116_20211201_115201300_img78.JPEG,-82.33766937,29.6582737,-0.804671586,0,0,0,0,3,0
M116_20211201_115201400_img84.JPEG,-82.33766937,29.6582737,-0.804671586,0,0,0,0,3,0
M116_20211201_115201500_img90.JPEG,-82.33766937,29.6582737,-1.126049995,0,0,0,0,3,0
M116_20211201_115201600_img96.JPEG,-82.33766937,29.6582737,-1.126049995,0,0,0,0,3,0
M116_20211201_115201700_img102.JPEG,-82.33766937,29.6582737,-1.126049995,0,0,0,0,3,0
M116_20211201_115201800_img108.JPEG,-82.33766937,29.6582737,-1.126049995,0,0,0,0,3,0
M116_20211201_115201900_img114.JPEG,-82.33766937,29.6582737,-1.126049995,0,0,0,0,3,0
M116_20211201_115202000_img120.JPEG,-82.33766937,29.6582737,-1.126049995,0,0,0,0,3,0
M116_20211201_115202100_img126.JPEG,-82.33766937,29.6582737,-1.126049995,0,0,0,0,3,0
M116_20211201_115202200_img132.JPEG,-82.33766937,29.6582737,-1.126049995,0,0,0,0,3,0
M116_20211201_115202300_img138.JPEG,-82.33766937,29.6582737,-1.126049995,0,0,0,0,3,0
M116_20211201_115202400_img144.JPEG,-82.33766937,29.6582737,-1.126049995,0,0,0,0,3,0
M116_20211201_115202500_img150.JPEG,-82.33766937,29.6582737,-1.132661462,0,0,0,0,3,0
M116_20211201_115202600_img156.JPEG,-82.33766937,29.6582737,-1.132661462,0,0,0,0,3,0
M116_20211201_115202700_img162.JPEG,-82.33766937,29.6582737,-1.132661462,0,0,0,0,3,0
M116_20211201_115202800_img168.JPEG,-82.33766937,29.6582737,-1.179028273,0,0,0,0,3,0
M116_20211201_115202900_img174.JPEG,-82.33766937,29.6582737,-1.179028273,0,0,0,0,3,0
M116_20211201_115203000_img180.JPEG,-82.33766937,29.6582737,-1.179028273,0,0,0,0,3,0
M116_20211201_115203100_img186.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115203200_img192.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115203300_img198.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115203400_img204.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115203500_img210.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115203600_img216.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115203700_img222.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115203800_img228.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115203900_img234.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115204000_img240.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115204100_img246.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115204200_img252.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115204300_img258.JPEG,-82.33766937,29.6582737,-1.133748889,0,0,0,0,3,0
M116_20211201_115204400_img264.JPEG,-82.33766937,29.65827751,-0.992693245,0,0,0,0,3,0
M116_20211201_115204500_img270.JPEG,-82.33766937,29.65827751,-0.992693245,0,0,0,0,3,0
M116_20211201_115204600_img276.JPEG,-82.33766937,29.65827751,-0.992693245,0,0,0,0,3,0
M116_20211201_115204700_img282.JPEG,-82.33766937,29.65827751,-0.992693245,0,0,0,0,3,0
M116_20211201_115204800_img288.JPEG,-82.33766937,29.65827751,-0.992693245,0,0,0,0,3,0
M116_20211201_115204900_img294.JPEG,-82.33766937,29.65827751,-0.528916597,0,0,0,0,3,0
M116_20211201_115205000_img300.JPEG,-82.33766937,29.65828133,-0.528916597,0,0,0,0,3,0
M116_20211201_115205100_img306.JPEG,-82.33766937,29.65828133,-0.528916597,0,0,0,0,3,0
M116_20211201_115205200_img312.JPEG,-82.33766937,29.65828133,-0.528916597,0,0,0,0,3,0
M116_20211201_115205300_img318.JPEG,-82.33766937,29.65828133,-0.528916597,0,0,0,0,3,0
M116_20211201_115205400_img324.JPEG,-82.33766937,29.65828133,-0.528916597,0,0,0,0,3,0
M116_20211201_115205500_img330.JPEG,-82.33766937,29.65828133,-1.166636229,0,0,0,0,3,0
M116_20211201_115205600_img336.JPEG,-82.33766937,29.65828133,-1.166636229,0,0,0,0,3,0
M116_20211201_115205700_img342.JPEG,-82.33766937,29.65828133,-1.166636229,0,0,0,0,3,0
M116_20211201_115205800_img348.JPEG,-82.33766937,29.65828133,-1.166636229,0,0,0,0,3,0
M116_20211201_115205900_img354.JPEG,-82.33766937,29.65828133,-1.166636229,0,0,0,0,3,0
M116_20211201_115206000_img360.JPEG,-82.33766937,29.65828133,-1.166636229,0,0,0,0,3,0
M116_20211201_115206100_img366.JPEG,-82.33766937,29.65828133,-1.179725647,0,0,0,0,3,0
M116_20211201_115206200_img372.JPEG,-82.33766937,29.65828323,-1.179725647,0,0,0,0,3,0
M116_20211201_115206300_img378.JPEG,-82.33766937,29.65828323,-1.179725647,0,0,0,0,3,0
M116_20211201_115206400_img384.JPEG,-82.33766937,29.65828323,-1.179725647,0,0,0,0,3,0
M116_20211201_115206500_img390.JPEG,-82.33766937,29.65828323,-1.179725647,0,0,0,0,3,0
M116_20211201_115206600_img396.JPEG,-82.33766937,29.65828323,-1.179725647,0,0,0,0,3,0
M116_20211201_115206700_img402.JPEG,-82.33766937,29.65828323,-1.179725647,0,0,0,0,3,0
M116_20211201_115206800_img408.JPEG,-82.33766937,29.65828323,-1.179994345,0,0,0,0,3,0
M116_20211201_115206900_img414.JPEG,-82.33766937,29.65828323,-1.179994345,0,0,0,0,3,0
M116_20211201_115207000_img420.JPEG,-82.33766937,29.65828323,-1.179994345,0,0,0,0,3,0
M116_20211201_115207100_img426.JPEG,-82.33766937,29.65828323,-1.179994345,0,0,0,0,3,0
M116_20211201_115207200_img432.JPEG,-82.33766937,29.65828323,-1.179994345,0,0,0,0,3,0
M116_20211201_115207300_img438.JPEG,-82.33766937,29.65828323,-1.133768678,0,0,0,0,3,0
M116_20211201_115207400_img444.JPEG,-82.33766937,29.65828514,-1.133768678,0,0,0,0,3,0
M116_20211201_115207500_img450.JPEG,-82.33766937,29.65828514,-1.133768678,0,0,0,0,3,0
M116_20211201_115207600_img456.JPEG,-82.33766937,29.65828514,-1.133768678,0,0,0,0,3,0
